rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
7920	ZBTB44	zinc finger and BTB domain containing 44	510258	1	1	1	0	0	0	0	0	1	0	0.602	1.000	NaN	NaN	NaN	0.602	1.000
7921	SLC30A9	solute carrier family 30 (zinc transporter), member 9	653215	1	1	1	0	1	0	0	0	0	0	0.602	0.811	NaN	NaN	NaN	0.602	1.000
7922	PCDHB3	protocadherin beta 3	823347	4	4	4	3	0	1	1	0	2	0	0.480	0.951	0.194	0.652	0.529	0.602	1.000
7923	OR5C1	olfactory receptor, family 5, subfamily C, member 1	354779	1	1	1	0	0	1	0	0	0	0	0.602	0.782	NaN	NaN	NaN	0.602	1.000
7924	MED14	mediator complex subunit 14	1633828	6	6	6	1	0	2	1	1	2	0	0.254	0.391	0.846	0.799	1.000	0.602	1.000
7925	STT3B	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)	911851	4	4	4	0	0	1	0	1	1	1	0.343	0.556	0.755	0.304	0.741	0.602	1.000
7926	SH3RF1	SH3 domain containing ring finger 1	977292	2	2	2	0	0	0	1	0	1	0	0.606	0.553	0.446	0.495	0.419	0.602	1.000
7927	ZNF551	zinc finger protein 551	731523	3	3	3	2	0	1	0	2	0	0	1.000	0.938	0.812	0.0718	0.254	0.602	1.000
7928	DERL1	Der1-like domain family, member 1	288339	1	1	1	1	0	0	0	0	1	0	0.602	1.000	NaN	NaN	NaN	0.602	1.000
7929	GALR2	galanin receptor 2	311513	1	1	1	0	0	0	0	1	0	0	0.602	0.780	NaN	NaN	NaN	0.602	1.000
7930	BMP2K	BMP2 inducible kinase	1241774	4	4	4	0	1	1	0	0	2	0	0.354	0.453	0.572	0.361	0.718	0.602	1.000
7931	GP2	glycoprotein 2 (zymogen granule membrane)	613900	1	1	1	0	0	1	0	0	0	0	0.602	0.735	NaN	NaN	NaN	0.602	1.000
7932	UNKL	unkempt homolog (Drosophila)-like	511961	3	3	3	1	0	1	0	1	1	0	0.254	0.840	0.804	0.901	1.000	0.602	1.000
7933	DNAJC1	DnaJ (Hsp40) homolog, subfamily C, member 1	595717	2	2	2	0	0	1	0	0	1	0	0.415	0.434	0.232	0.0761	0.613	0.603	1.000
7934	TTC26	tetratricopeptide repeat domain 26	642010	1	1	1	0	0	0	0	0	1	0	0.603	0.868	NaN	NaN	NaN	0.603	1.000
7935	DCX	doublecortex; lissencephaly, X-linked (doublecortin)	503875	1	1	1	1	0	0	0	1	0	0	0.603	0.975	NaN	NaN	NaN	0.603	1.000
7936	WFS1	Wolfram syndrome 1 (wolframin)	980817	4	4	4	0	1	0	1	2	0	0	0.254	0.201	0.845	0.770	1.000	0.603	1.000
7937	PCSK4	proprotein convertase subtilisin/kexin type 4	647025	2	2	2	0	1	0	1	0	0	0	0.378	0.340	0.167	0.0282	0.673	0.603	1.000
7938	ACSF3	acyl-CoA synthetase family member 3	627090	1	1	1	1	0	1	0	0	0	0	0.603	0.959	NaN	NaN	NaN	0.603	1.000
7939	HIPK2	homeodomain interacting protein kinase 2	1315847	5	5	5	0	0	0	0	3	2	0	0.255	0.330	0.524	0.821	1.000	0.603	1.000
7940	SHISA9	shisa homolog 9 (Xenopus laevis)	416870	1	1	1	0	0	0	0	1	0	0	0.603	0.832	NaN	NaN	NaN	0.603	1.000
7941	ABT1	activator of basal transcription 1	305382	1	1	1	0	1	0	0	0	0	0	0.603	0.759	NaN	NaN	NaN	0.603	1.000
7942	SLC10A3	solute carrier family 10 (sodium/bile acid cotransporter family), member 3	525146	1	1	1	0	0	0	0	1	0	0	0.603	0.787	NaN	NaN	NaN	0.603	1.000
7943	ASB4	ankyrin repeat and SOCS box-containing 4	505136	1	1	1	0	0	1	0	0	0	0	0.603	0.704	NaN	NaN	NaN	0.603	1.000
7944	B3GAT2	beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)	320535	1	1	1	2	0	0	0	0	1	0	0.603	0.978	NaN	NaN	NaN	0.603	1.000
7945	CD226	CD226 molecule	374219	1	1	1	0	0	1	0	0	0	0	0.604	0.693	NaN	NaN	NaN	0.604	1.000
7946	DNAJB13	DnaJ (Hsp40) related, subfamily B, member 13	356834	1	1	1	0	0	0	0	0	1	0	0.604	0.848	NaN	NaN	NaN	0.604	1.000
7947	ACTA2	actin, alpha 2, smooth muscle, aorta	430111	1	1	1	0	0	0	1	0	0	0	0.604	0.601	NaN	NaN	NaN	0.604	1.000
7948	PLD2	phospholipase D2	1033984	3	3	3	0	0	0	1	0	2	0	0.574	0.432	0.257	0.497	0.444	0.604	1.000
7949	DCAF11	DDB1 and CUL4 associated factor 11	623683	2	2	2	0	0	0	0	2	0	0	0.555	0.692	0.824	0.0306	0.460	0.604	1.000
7950	LPAR3	lysophosphatidic acid receptor 3	395708	1	1	1	1	0	0	0	0	1	0	0.604	0.971	NaN	NaN	NaN	0.604	1.000
7951	APOA1BP	apolipoprotein A-I binding protein	318946	1	1	1	1	0	1	0	0	0	0	0.604	0.957	NaN	NaN	NaN	0.604	1.000
7952	NIPAL3	NIPA-like domain containing 3	466531	1	1	1	0	0	0	0	1	0	0	0.604	0.826	NaN	NaN	NaN	0.604	1.000
7953	ZCCHC12	zinc finger, CCHC domain containing 12	450070	2	2	2	0	0	0	0	2	0	0	0.256	0.686	0.520	0.525	1.000	0.604	1.000
7954	WTAP	Wilms tumor 1 associated protein	449366	1	1	1	0	0	1	0	0	0	0	0.604	0.650	NaN	NaN	NaN	0.604	1.000
7955	MYBPC3	myosin binding protein C, cardiac	1424418	2	2	2	0	0	0	1	0	1	0	0.838	0.462	0.244	0.483	0.305	0.604	1.000
7956	C2orf71	chromosome 2 open reading frame 71	1414159	8	8	7	2	0	1	0	3	4	0	0.463	0.781	0.336	0.472	0.552	0.604	1.000
7957	OASL	2'-5'-oligoadenylate synthetase-like	559602	3	2	3	0	0	1	0	2	0	0	0.476	0.582	0.406	0.984	0.537	0.604	1.000
7958	ZNF713	zinc finger protein 713	483297	1	1	1	0	0	0	0	1	0	0	0.605	0.877	NaN	NaN	NaN	0.605	1.000
7959	SOX8	SRY (sex determining region Y)-box 8	312539	1	1	1	1	0	0	0	0	1	0	0.605	1.000	NaN	NaN	NaN	0.605	1.000
7960	DPH1	DPH1 homolog (S. cerevisiae)	483198	1	1	1	1	1	0	0	0	0	0	0.605	0.905	NaN	NaN	NaN	0.605	1.000
7961	ZNF879	zinc finger protein 879	633051	1	1	1	0	0	0	0	1	0	0	0.605	0.864	NaN	NaN	NaN	0.605	1.000
7962	FRY	furry homolog (Drosophila)	3408071	8	6	8	1	0	3	1	2	2	0	0.957	0.273	0.565	0.0825	0.268	0.605	1.000
7963	OR6C6	olfactory receptor, family 6, subfamily C, member 6	350670	1	1	1	0	0	1	0	0	0	0	0.605	0.683	NaN	NaN	NaN	0.605	1.000
7964	PGLYRP2	peptidoglycan recognition protein 2	581497	1	1	1	0	0	0	0	0	1	0	0.605	1.000	NaN	NaN	NaN	0.605	1.000
7965	RGL1	ral guanine nucleotide dissociation stimulator-like 1	921530	2	2	2	0	0	0	1	0	1	0	0.514	0.503	0.0713	0.739	0.499	0.605	1.000
7966	HECTD3	HECT domain containing 3	857841	3	3	3	2	0	2	0	0	1	0	0.795	0.927	0.434	0.153	0.322	0.605	1.000
7967	LYN	v-yes-1 Yamaguchi sarcoma viral related oncogene homolog	586407	1	1	1	0	0	1	0	0	0	0	0.605	0.699	NaN	NaN	NaN	0.605	1.000
7968	EIF4G1	eukaryotic translation initiation factor 4 gamma, 1	1803618	7	7	7	2	0	1	1	1	4	0	0.680	0.751	0.195	0.972	0.377	0.605	1.000
7969	SGCG	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)	334823	1	1	1	1	0	1	0	0	0	0	0.606	0.943	NaN	NaN	NaN	0.606	1.000
7970	TEKT4	tektin 4	390284	1	1	1	0	0	0	0	1	0	0	0.606	0.832	NaN	NaN	NaN	0.606	1.000
7971	CA5A	carbonic anhydrase VA, mitochondrial	343924	1	1	1	0	0	1	0	0	0	0	0.606	0.759	NaN	NaN	NaN	0.606	1.000
7972	ARHGAP40	Rho GTPase activating protein 40	645398	1	1	1	2	0	0	0	0	1	0	0.606	0.967	NaN	NaN	NaN	0.606	1.000
7973	STON2	stonin 2	1012943	4	4	4	2	1	0	0	3	0	0	0.716	0.877	0.192	0.439	0.358	0.606	1.000
7974	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	490951	2	2	2	0	1	0	1	0	0	0	0.380	0.387	0.255	0.401	0.675	0.606	1.000
7975	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	423734	1	1	1	1	0	0	0	1	0	0	0.606	0.930	NaN	NaN	NaN	0.606	1.000
7976	TGFB2	transforming growth factor, beta 2	505468	4	4	4	2	0	2	0	2	0	0	0.427	0.877	0.298	0.332	0.602	0.606	1.000
7977	ITPK1	inositol 1,3,4-triphosphate 5/6 kinase	426535	2	2	2	3	0	0	0	1	1	0	0.478	0.963	0.534	0.0692	0.537	0.606	1.000
7978	FAM155B	family with sequence similarity 155, member B	422479	1	1	1	1	0	0	0	1	0	0	0.606	0.970	NaN	NaN	NaN	0.606	1.000
7979	UBP1	upstream binding protein 1 (LBP-1a)	623008	3	3	3	0	0	1	0	2	0	0	0.257	0.479	0.686	0.922	1.000	0.606	1.000
7980	ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	490840	1	1	1	2	0	0	0	0	1	0	0.606	0.988	NaN	NaN	NaN	0.606	1.000
7981	RDH13	retinol dehydrogenase 13 (all-trans/9-cis)	347975	1	1	1	0	0	1	0	0	0	0	0.606	0.805	NaN	NaN	NaN	0.606	1.000
7982	GDF2	growth differentiation factor 2	478688	4	4	4	2	1	2	0	1	0	0	0.257	0.800	0.915	0.839	1.000	0.606	1.000
7983	LAMA5	laminin, alpha 5	3743905	13	12	13	1	2	3	1	4	3	0	0.600	0.169	0.220	0.924	0.428	0.606	1.000
7984	INO80D	INO80 complex subunit D	1157888	2	2	2	0	0	0	1	0	1	0	0.857	0.638	0.0466	0.324	0.300	0.606	1.000
7985	MAVS	mitochondrial antiviral signaling protein	582547	2	2	2	0	0	1	0	0	1	0	0.257	0.555	0.265	0.767	1.000	0.606	1.000
7986	PGBD2	piggyBac transposable element derived 2	663141	4	4	4	2	0	0	0	2	2	0	0.462	0.891	0.494	0.486	0.556	0.606	1.000
7987	CBX8	chromobox homolog 8 (Pc class homolog, Drosophila)	423774	1	1	1	0	0	1	0	0	0	0	0.606	0.585	NaN	NaN	NaN	0.606	1.000
7988	SRR	serine racemase	390314	1	1	1	0	0	1	0	0	0	0	0.607	0.629	NaN	NaN	NaN	0.607	1.000
7989	STRA8	stimulated by retinoic acid gene 8 homolog (mouse)	354170	1	1	1	0	1	0	0	0	0	0	0.607	0.634	NaN	NaN	NaN	0.607	1.000
7990	NAP1L2	nucleosome assembly protein 1-like 2	514064	2	2	2	0	0	2	0	0	0	0	0.282	0.392	0.730	0.877	0.913	0.607	1.000
7991	KCNT2	potassium channel, subfamily T, member 2	1302479	6	6	6	4	0	0	0	4	2	0	0.865	0.986	0.208	0.321	0.297	0.607	1.000
7992	XPNPEP3	X-prolyl aminopeptidase (aminopeptidase P) 3, putative	576968	2	2	2	0	0	0	0	1	1	0	0.373	0.828	0.0988	0.608	0.690	0.607	1.000
7993	SLAMF7	SLAM family member 7	384464	2	2	2	0	0	1	0	1	0	0	0.257	0.609	0.569	0.660	1.000	0.607	1.000
7994	VTA1	Vps20-associated 1 homolog (S. cerevisiae)	348440	1	1	1	1	0	1	0	0	0	0	0.607	0.857	NaN	NaN	NaN	0.607	1.000
7995	KIN	KIN, antigenic determinant of recA protein homolog (mouse)	446965	1	1	1	0	0	1	0	0	0	0	0.607	0.681	NaN	NaN	NaN	0.607	1.000
7996	TIGD2	tigger transposable element derived 2	586492	2	2	2	0	0	1	1	0	0	0	0.278	0.453	0.178	0.661	0.927	0.607	1.000
7997	F2RL3	coagulation factor II (thrombin) receptor-like 3	323595	1	1	1	1	0	0	0	1	0	0	0.607	0.947	NaN	NaN	NaN	0.607	1.000
7998	SMS	spermine synthase	414323	1	1	1	0	0	0	0	0	1	0	0.607	0.684	NaN	NaN	NaN	0.607	1.000
7999	NUFIP1	nuclear fragile X mental retardation protein interacting protein 1	554876	1	1	1	0	0	0	0	0	1	0	0.607	1.000	NaN	NaN	NaN	0.607	1.000
8000	HUS1	HUS1 checkpoint homolog (S. pombe)	320442	1	1	1	0	0	0	0	1	0	0	0.607	0.861	NaN	NaN	NaN	0.607	1.000
8001	HPSE	heparanase	615134	1	1	1	1	0	0	1	0	0	0	0.607	0.855	NaN	NaN	NaN	0.607	1.000
8002	C17orf74	chromosome 17 open reading frame 74	526538	1	1	1	0	0	1	0	0	0	0	0.607	0.742	NaN	NaN	NaN	0.607	1.000
8003	GAS7	growth arrest-specific 7	527302	2	2	2	1	0	1	0	0	1	0	0.369	0.911	0.251	0.251	0.700	0.607	1.000
8004	FHL1	four and a half LIM domains 1	435213	1	1	1	0	0	1	0	0	0	0	0.607	0.794	NaN	NaN	NaN	0.607	1.000
8005	CAB39L	calcium binding protein 39-like	385528	1	1	1	0	0	1	0	0	0	0	0.607	0.691	NaN	NaN	NaN	0.607	1.000
8006	MYBPH	myosin binding protein H	542611	1	1	1	0	0	0	1	0	0	0	0.607	0.580	NaN	NaN	NaN	0.607	1.000
8007	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)	968124	2	2	2	3	1	0	0	1	0	0	1.000	0.986	0.0695	0.643	0.258	0.608	1.000
8008	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	780488	8	8	8	3	0	3	0	3	2	0	0.258	0.755	0.915	0.796	1.000	0.608	1.000
8009	KRT17	keratin 17	489966	2	2	2	0	1	0	0	1	0	0	0.258	0.627	0.585	0.608	1.000	0.608	1.000
8010	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase	470324	2	2	2	0	0	0	0	1	1	0	0.258	0.515	0.937	0.366	1.000	0.608	1.000
8011	PTPN23	protein tyrosine phosphatase, non-receptor type 23	1805694	4	4	4	0	0	0	1	1	2	0	0.661	0.382	0.381	0.392	0.391	0.608	1.000
8012	NUP153	nucleoporin 153kDa	1644821	6	6	6	2	0	2	0	3	1	0	0.656	0.698	0.615	0.104	0.394	0.608	1.000
8013	CEP76	centrosomal protein 76kDa	750621	3	3	3	1	0	1	0	1	1	0	0.576	0.828	0.571	0.191	0.448	0.608	1.000
8014	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2	1203903	4	4	4	0	0	1	1	1	1	0	0.292	0.309	0.790	0.575	0.884	0.608	1.000
8015	WBSCR16	Williams-Beuren syndrome chromosome region 16	460959	1	1	1	0	0	0	0	1	0	0	0.608	0.812	NaN	NaN	NaN	0.608	1.000
8016	ATP10A	ATPase, class V, type 10A	1555551	6	6	6	1	1	2	0	3	0	0	0.258	0.512	0.883	0.719	1.000	0.608	1.000
8017	RUVBL2	RuvB-like 2 (E. coli)	527394	1	1	1	0	1	0	0	0	0	0	0.608	0.668	NaN	NaN	NaN	0.608	1.000
8018	ERGIC3	ERGIC and golgi 3	452907	1	1	1	0	0	0	0	1	0	0	0.608	0.845	NaN	NaN	NaN	0.608	1.000
8019	OR14I1	olfactory receptor, family 14, subfamily I, member 1	347494	1	1	1	1	0	0	0	1	0	0	0.608	0.966	NaN	NaN	NaN	0.608	1.000
8020	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	1324419	4	4	4	1	1	1	0	1	1	0	0.555	0.792	0.231	0.835	0.467	0.609	1.000
8021	GCM1	glial cells missing homolog 1 (Drosophila)	488047	1	1	1	0	0	0	0	1	0	0	0.609	0.855	NaN	NaN	NaN	0.609	1.000
8022	TRIM71	tripartite motif-containing 71	744810	3	3	2	0	0	0	1	0	2	0	0.259	0.157	0.558	0.188	1.000	0.609	1.000
8023	CASP8	caspase 8, apoptosis-related cysteine peptidase	650218	1	1	1	0	0	0	0	0	1	0	0.609	1.000	NaN	NaN	NaN	0.609	1.000
8024	SLC19A2	solute carrier family 19 (thiamine transporter), member 2	543156	1	1	1	1	0	1	0	0	0	0	0.609	0.940	NaN	NaN	NaN	0.609	1.000
8025	TMEM38A	transmembrane protein 38A	323650	1	1	1	0	1	0	0	0	0	0	0.609	0.589	NaN	NaN	NaN	0.609	1.000
8026	RPTN	repetin	878468	2	2	2	1	0	0	0	2	0	0	0.648	0.965	0.0735	0.505	0.400	0.609	1.000
8027	PAQR5	progestin and adipoQ receptor family member V	379273	2	2	2	0	0	1	0	1	0	0	0.274	0.667	0.937	0.440	0.946	0.609	1.000
8028	ZDHHC18	zinc finger, DHHC-type containing 18	317762	1	1	1	0	0	0	0	1	0	0	0.609	0.818	NaN	NaN	NaN	0.609	1.000
8029	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	663800	1	1	1	0	1	0	0	0	0	0	0.609	0.750	NaN	NaN	NaN	0.609	1.000
8030	MYO5A	myosin VA (heavy chain 12, myoxin)	2092546	9	8	9	1	1	2	0	2	4	0	0.259	0.347	0.992	0.838	1.000	0.609	1.000
8031	EIF2B4	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa	630331	1	1	1	1	1	0	0	0	0	0	0.609	0.936	NaN	NaN	NaN	0.609	1.000
8032	KIF5A	kinesin family member 5A	1187950	5	5	5	0	0	2	0	3	0	0	0.485	0.369	0.892	0.224	0.535	0.609	1.000
8033	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	378904	1	1	1	1	1	0	0	0	0	0	0.609	0.857	NaN	NaN	NaN	0.609	1.000
8034	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	1117919	3	3	3	2	0	0	0	1	2	0	0.803	0.974	0.269	0.271	0.323	0.610	1.000
8035	ARRDC3	arrestin domain containing 3	473048	2	2	2	0	0	0	2	0	0	0	0.260	0.519	0.391	0.258	1.000	0.610	1.000
8036	IL1RAP	interleukin 1 receptor accessory protein	657895	1	1	1	1	0	0	0	0	1	0	0.610	1.000	NaN	NaN	NaN	0.610	1.000
8037	CRLF1	cytokine receptor-like factor 1	444848	2	2	2	0	0	0	0	1	1	0	0.260	0.647	0.600	0.617	1.000	0.610	1.000
8038	CCDC149	coiled-coil domain containing 149	601197	1	1	1	0	0	0	0	0	1	0	0.610	0.651	NaN	NaN	NaN	0.610	1.000
8039	PGBD4	piggyBac transposable element derived 4	649685	1	1	1	0	0	0	0	1	0	0	0.610	0.844	NaN	NaN	NaN	0.610	1.000
8040	OR5B2	olfactory receptor, family 5, subfamily B, member 2	346140	1	1	1	1	0	1	0	0	0	0	0.610	0.929	NaN	NaN	NaN	0.610	1.000
8041	TYW3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)	298503	1	1	1	1	0	0	0	0	1	0	0.610	1.000	NaN	NaN	NaN	0.610	1.000
8042	CHRM4	cholinergic receptor, muscarinic 4	513594	2	2	2	1	1	0	1	0	0	0	0.260	0.733	0.430	0.639	1.000	0.610	1.000
8043	QPCT	glutaminyl-peptide cyclotransferase (glutaminyl cyclase)	409987	2	2	2	0	0	0	0	1	1	0	0.260	0.703	0.830	0.478	1.000	0.611	1.000
8044	KRT13	keratin 13	519907	2	2	2	0	1	0	0	1	0	0	0.267	0.599	0.421	0.323	0.974	0.611	1.000
8045	MRPL44	mitochondrial ribosomal protein L44	363883	1	1	1	0	0	1	0	0	0	0	0.611	0.639	NaN	NaN	NaN	0.611	1.000
8046	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	363396	1	1	1	0	0	0	0	1	0	0	0.611	0.849	NaN	NaN	NaN	0.611	1.000
8047	OXA1L	oxidase (cytochrome c) assembly 1-like	562303	2	2	2	1	1	0	0	1	0	0	0.427	0.884	0.476	0.691	0.610	0.611	1.000
8048	SHB	Src homology 2 domain containing adaptor protein B	418094	2	2	2	0	0	1	0	0	1	0	0.261	0.785	0.960	0.509	1.000	0.611	1.000
8049	OGG1	8-oxoguanine DNA glycosylase	636247	1	1	1	0	0	0	0	1	0	0	0.611	0.828	NaN	NaN	NaN	0.611	1.000
8050	TIGD4	tigger transposable element derived 4	569679	1	1	1	1	0	0	0	1	0	0	0.611	0.938	NaN	NaN	NaN	0.611	1.000
8051	CELA2A	chymotrypsin-like elastase family, member 2A	308563	1	1	1	2	0	0	0	0	1	0	0.611	1.000	NaN	NaN	NaN	0.611	1.000
8052	SOX11	SRY (sex determining region Y)-box 11	314932	2	2	2	2	0	0	1	0	1	0	0.316	0.819	0.332	0.325	0.826	0.611	1.000
8053	LRWD1	leucine-rich repeats and WD repeat domain containing 1	692637	3	3	3	0	1	0	1	1	0	0	0.261	0.274	0.678	0.734	1.000	0.612	1.000
8054	IRF9	interferon regulatory factor 9	432689	2	2	2	0	0	0	0	2	0	0	0.264	0.688	0.903	0.962	0.989	0.612	1.000
8055	VASP	vasodilator-stimulated phosphoprotein	393756	2	2	2	0	0	1	0	1	0	0	0.316	0.583	0.196	0.0768	0.826	0.612	1.000
8056	SLC10A4	solute carrier family 10 (sodium/bile acid cotransporter family), member 4	400515	1	1	1	0	0	0	0	1	0	0	0.612	0.801	NaN	NaN	NaN	0.612	1.000
8057	ZC3H7A	zinc finger CCCH-type containing 7A	1110707	5	5	5	0	0	1	0	3	1	0	0.261	0.407	0.979	0.873	1.000	0.612	1.000
8058	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2	445533	1	1	1	0	0	0	0	1	0	0	0.612	0.853	NaN	NaN	NaN	0.612	1.000
8059	RCN1	reticulocalbin 1, EF-hand calcium binding domain	358012	1	1	1	0	0	1	0	0	0	0	0.612	0.728	NaN	NaN	NaN	0.612	1.000
8060	TMEM183A	transmembrane protein 183A	392128	1	1	1	0	0	0	0	1	0	0	0.612	0.837	NaN	NaN	NaN	0.612	1.000
8061	ARHGAP27	Rho GTPase activating protein 27	579770	1	1	1	1	0	0	1	0	0	0	0.612	0.794	NaN	NaN	NaN	0.612	1.000
8062	GTPBP2	GTP binding protein 2	668235	2	2	2	0	1	0	0	1	0	0	0.523	0.596	0.275	0.750	0.500	0.612	1.000
8063	DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)	552273	2	2	2	0	0	0	0	1	1	0	0.364	0.691	0.315	0.764	0.718	0.612	1.000
8064	ARG2	arginase, type II	403835	1	1	1	0	0	0	0	1	0	0	0.613	0.816	NaN	NaN	NaN	0.613	1.000
8065	LPAR5	lysophosphatidic acid receptor 5	336968	1	1	1	0	0	1	0	0	0	0	0.613	0.883	NaN	NaN	NaN	0.613	1.000
8066	ARFGAP2	ADP-ribosylation factor GTPase activating protein 2	598339	2	2	2	0	1	0	0	0	1	0	0.282	0.689	0.699	0.409	0.928	0.613	1.000
8067	ANXA2	annexin A2	408392	1	1	1	0	0	0	0	1	0	0	0.613	0.853	NaN	NaN	NaN	0.613	1.000
8068	ZNF709	zinc finger protein 709	717883	2	2	2	1	0	0	1	0	1	0	0.430	0.947	0.302	0.335	0.610	0.613	1.000
8069	CELSR1	cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)	2928288	12	12	12	3	1	6	0	4	1	0	0.881	0.576	0.231	0.234	0.298	0.613	1.000
8070	ACBD3	acyl-Coenzyme A binding domain containing 3	529113	1	1	1	0	0	0	1	0	0	0	0.613	0.668	NaN	NaN	NaN	0.613	1.000
8071	SHROOM2	shroom family member 2	1654788	3	3	3	1	0	1	0	2	0	0	0.844	0.751	0.195	0.850	0.311	0.613	1.000
8072	CSRP2BP	CSRP2 binding protein	885168	2	2	2	0	0	1	0	1	0	0	0.633	0.561	0.633	0.150	0.414	0.613	1.000
8073	KDM4B	lysine (K)-specific demethylase 4B	1172798	3	3	3	0	1	1	0	1	0	0	0.624	0.440	0.322	0.615	0.420	0.613	1.000
8074	FAM50B	family with sequence similarity 50, member B	341477	1	1	1	1	0	1	0	0	0	0	0.613	0.969	NaN	NaN	NaN	0.613	1.000
8075	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	602574	2	2	2	1	0	0	1	0	0	1	0.361	0.966	0.324	0.876	0.726	0.613	1.000
8076	PRKG2	protein kinase, cGMP-dependent, type II	873152	4	4	4	1	0	1	1	0	2	0	0.262	0.558	0.621	0.774	1.000	0.613	1.000
8077	TXNIP	thioredoxin interacting protein	447144	1	1	1	0	0	0	0	1	0	0	0.614	0.831	NaN	NaN	NaN	0.614	1.000
8078	ZNF296	zinc finger protein 296	482624	1	1	1	0	0	0	0	1	0	0	0.614	0.811	NaN	NaN	NaN	0.614	1.000
8079	TH	tyrosine hydroxylase	536279	1	1	1	1	1	0	0	0	0	0	0.614	0.825	NaN	NaN	NaN	0.614	1.000
8080	HDAC8	histone deacetylase 8	457583	1	1	1	0	0	0	0	1	0	0	0.614	0.837	NaN	NaN	NaN	0.614	1.000
8081	LDHC	lactate dehydrogenase C	380967	1	1	1	1	0	1	0	0	0	0	0.614	0.895	NaN	NaN	NaN	0.614	1.000
8082	NUP214	nucleoporin 214kDa	2360401	9	9	9	2	0	5	1	1	2	0	0.478	0.269	0.297	0.998	0.550	0.614	1.000
8083	PDK2	pyruvate dehydrogenase kinase, isozyme 2	458514	1	1	1	0	0	0	0	0	1	0	0.614	0.858	NaN	NaN	NaN	0.614	1.000
8084	GPI	glucose phosphate isomerase	625828	1	1	1	1	0	0	0	0	1	0	0.614	0.972	NaN	NaN	NaN	0.614	1.000
8085	ZNF443	zinc finger protein 443	755310	2	2	2	0	0	0	0	1	1	0	0.640	0.873	0.951	0.368	0.411	0.614	1.000
8086	UNC45A	unc-45 homolog A (C. elegans)	1061495	3	3	3	1	1	0	0	1	1	0	0.593	0.773	0.250	0.934	0.443	0.614	1.000
8087	HNRNPM	heterogeneous nuclear ribonucleoprotein M	718839	3	3	3	0	0	2	0	0	1	0	0.263	0.488	0.566	0.881	1.000	0.614	1.000
8088	MARCH5	membrane-associated ring finger (C3HC4) 5	318131	2	2	2	0	0	1	0	0	1	0	0.263	0.606	0.720	0.903	1.000	0.614	1.000
8089	TBC1D19	TBC1 domain family, member 19	603148	1	1	1	1	0	0	0	0	1	0	0.614	0.859	NaN	NaN	NaN	0.614	1.000
8090	MPP1	membrane protein, palmitoylated 1, 55kDa	533361	2	2	2	1	0	0	1	0	1	0	0.266	0.656	0.641	0.479	0.991	0.615	1.000
8091	MAGEB10	melanoma antigen family B, 10	387047	1	1	1	1	0	1	0	0	0	0	0.615	0.877	NaN	NaN	NaN	0.615	1.000
8092	NFIA	nuclear factor I/A	658385	1	1	1	0	0	0	0	0	1	0	0.615	1.000	NaN	NaN	NaN	0.615	1.000
8093	AP2A2	adaptor-related protein complex 2, alpha 2 subunit	996693	4	4	4	3	1	0	1	1	1	0	0.886	0.901	0.202	0.550	0.297	0.615	1.000
8094	NDRG2	NDRG family member 2	434844	2	2	2	1	0	1	0	1	0	0	0.315	0.819	0.225	0.495	0.836	0.615	1.000
8095	ZFP2	zinc finger protein 2 homolog (mouse)	509233	3	3	3	2	0	2	0	1	0	0	1.000	0.901	0.581	0.129	0.263	0.615	1.000
8096	UGT2B17	UDP glucuronosyltransferase 2 family, polypeptide B17	411164	1	1	1	0	0	0	0	1	0	0	0.615	0.853	NaN	NaN	NaN	0.615	1.000
8097	NUP155	nucleoporin 155kDa	1598986	6	5	5	2	0	2	1	1	2	0	0.769	0.772	0.739	0.0792	0.343	0.615	1.000
8098	ISLR2	immunoglobulin superfamily containing leucine-rich repeat 2	767637	3	3	3	0	1	0	1	1	0	0	0.475	0.265	0.354	0.802	0.555	0.615	1.000
